time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1991-12-21T11:43:06.990Z,45.832,21.32,10,3.6,mb,,,,1.1,us,usp00050ra,2014-11-07T00:49:46.219Z,"Romania",earthquake,,,,1,reviewed,us,us
1991-12-19T03:12:22.260Z,45.907,21.569,10,4.3,mb,,,,1,us,usp00050n1,2014-11-07T00:49:45.375Z,"Romania",earthquake,,,,5,reviewed,us,us
1991-12-18T10:24:12.100Z,45.92,21.656,10,3.9,mb,,,,1.3,us,usp00050m8,2014-11-07T00:49:45.227Z,"Romania",earthquake,,,,1,reviewed,us,us
1991-12-17T06:22:37.960Z,45.484,21.105,10,3.4,m,,,,1,us,usp00050k5,2014-11-07T00:49:45.070Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-12-13T12:02:04.940Z,45.554,21.097,10,3.3,m,,,,1.2,us,usp00050cg,2014-11-07T00:49:43.980Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-12-12T09:27:23.840Z,45.438,21.165,10,2.8,m,,,,1.7,us,usp00050at,2014-11-07T00:49:43.609Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-12-09T04:39:35.670Z,45.553,26.209,165.7,4.1,mb,,,,1.2,us,usp0005074,2014-11-07T00:49:43.157Z,"Romania",earthquake,,5,,17,reviewed,us,us
1991-12-02T10:52:35.950Z,45.439,21.061,10,3.2,ml,,,,1.1,us,usp0004zy2,2014-11-07T00:49:40.742Z,"Romania",earthquake,,,,,reviewed,us,sko
1991-12-02T08:49:40.280Z,45.498,21.115,9,5.5,mw,,,,1.1,us,usp0004zxr,2017-04-26T17:46:15.505Z,"Romania",earthquake,,1.9,,,reviewed,us,hrv
1991-11-23T23:36:36.680Z,45.366,21.016,10,3,m,,,,0.7,us,usp0004zhw,2014-11-07T00:49:36.022Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-11-21T10:12:05.990Z,45.293,21.235,10,3,ml,,,,0.7,us,usp0004zdx,2014-11-07T00:49:35.649Z,"Romania",earthquake,,,,,reviewed,us,ldg
1991-11-21T02:16:31.790Z,45.491,21.176,26.9,4.4,md,,,,1.2,us,usp0004zdj,2014-11-07T00:49:35.617Z,"Romania",earthquake,,4.7,,,reviewed,us,tri
1991-11-18T12:48:45.240Z,44.282,21.409,5,3.2,ml,,,,1.1,us,usp0004za5,2014-11-07T00:49:35.221Z,"Serbia",earthquake,,,,,reviewed,us,ttg
1991-11-15T14:05:26.620Z,45.158,21.439,10,3,m,,,,1.5,us,usp0004z6d,2014-11-07T00:49:34.841Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-11-04T15:45:02.160Z,44.242,21.42,10,3.4,m,,,,1.3,us,usp0004ytg,2014-11-07T00:49:32.330Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-10-28T02:34:56.470Z,44.16,21.277,10,3,m,,,,1.2,us,usp0004ygm,2014-11-07T00:49:28.078Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-10-28T00:21:32.460Z,44.265,21.456,67.1,4.8,mb,,,,1.1,us,usp0004ygg,2014-11-07T00:49:28.041Z,"Serbia",earthquake,,7,,23,reviewed,us,us
1991-10-24T16:38:42.990Z,45.355,21.256,33,3.3,m,,,,1.2,us,usp0004yab,2014-11-07T00:49:27.155Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-10-17T15:02:14.150Z,45.382,21.167,10,3.4,m,,,,1.7,us,usp0004xxz,2014-11-07T00:49:24.723Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-10-17T14:37:51.460Z,45.234,21.108,10,3.5,m,,,,0.8,us,usp0004xxy,2014-11-07T00:49:24.720Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-10-14T20:56:13.580Z,45.452,21.129,10.6,4,m,,,,1.2,us,usp0004xu9,2014-11-07T00:49:24.030Z,"Romania",earthquake,,4,,,reviewed,us,beo
1991-10-08T08:51:46.980Z,45.477,21.151,25,3.7,m,,,,0.9,us,usp0004xhx,2014-11-07T00:49:22.833Z,"Romania",earthquake,,5,,,reviewed,us,beo
1991-09-29T21:40:16.930Z,45.48,26.426,135,4.4,mb,,,,0.9,us,usp0004x7b,2014-11-07T00:49:18.137Z,"Romania",earthquake,,4.6,,2,reviewed,us,us
1991-09-25T11:30:07.110Z,45.26,21.185,33,3.3,m,,,,0.8,us,usp0004x14,2014-11-07T00:49:17.363Z,"Serbia",earthquake,,,,,reviewed,us,buc
1991-09-18T07:45:18.750Z,45.515,21.018,10,3.4,m,,,,1.1,us,usp0004wrr,2014-11-07T00:49:15.725Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-09-17T03:02:01.380Z,44.541,22.42,12.9,3.8,m,,,,1.2,us,usp0004wqj,2014-11-07T00:49:15.536Z,"Serbia",earthquake,,2.7,,,reviewed,us,beo
1991-09-15T18:26:27.510Z,44.822,22.417,10,3.5,m,,,,1.1,us,usp0004wp3,2014-11-07T00:49:15.320Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,beo
1991-09-13T12:12:46.090Z,45.358,21.283,10,3.2,m,,,,1,us,usp0004wkb,2014-11-07T00:49:14.998Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-09-13T07:08:16.670Z,44.881,22.298,10,3.2,m,,,,1.2,us,usp0004wk4,2014-11-07T00:49:14.988Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,beo
1991-09-11T22:10:11.580Z,45.288,21.003,10,3.2,m,,,,1.5,us,usp0004whs,2014-11-07T00:49:14.857Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-09-07T07:28:50.290Z,45.507,20.987,10,3.5,m,,,,0.8,us,usp0004wbz,2014-11-07T00:49:14.054Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,beo
1991-09-04T18:13:15.780Z,44.848,22.319,33,3.3,m,,,,1.4,us,usp0004w8m,2014-11-07T00:49:13.391Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,beo
1991-09-01T18:37:20.220Z,45.583,26.777,10,3,mb,,,,1.3,us,usp0004w4r,2014-11-07T00:49:11.697Z,"Romania",earthquake,,,,1,reviewed,us,us
1991-09-01T13:21:31.550Z,45.406,26.842,27.9,3,mb,,,,1.5,us,usp0004w4h,2014-11-07T00:49:11.622Z,"Romania",earthquake,,8.6,,1,reviewed,us,us
1991-09-01T03:39:51.320Z,45.504,26.951,51.9,3.9,mb,,,,1.1,us,usp0004w3y,2014-11-07T00:49:11.000Z,"Romania",earthquake,,7.1,,10,reviewed,us,us
1991-09-01T02:17:58.050Z,45.664,27.077,33,3.4,mb,,,,1,us,usp0004w3v,2014-11-07T00:49:10.951Z,"Romania",earthquake,,,,2,reviewed,us,us
1991-09-01T01:16:03.250Z,45.474,26.916,34.6,4.8,ms,,,,1.2,us,usp0004w3t,2014-11-07T00:49:10.673Z,"Romania",earthquake,,4.3,,4,reviewed,us,us
1991-08-31T22:43:18.490Z,45.471,26.761,33,2.7,mb,,,,1.2,us,usp0004w3j,2014-11-07T00:49:09.211Z,"Romania",earthquake,,,,1,reviewed,us,us
1991-08-26T18:23:42.970Z,45.069,21.165,33,2.9,m,,,,0.9,us,usp0004vwr,2014-11-07T00:49:07.900Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-08-18T23:01:44.400Z,45.459,20.978,10,3,ml,,,,0.8,us,usp0004vjt,2014-11-07T00:49:06.722Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,vka
1991-08-15T01:34:33.650Z,45.485,21.286,10,4.5,md,,,,1.2,us,usp0004vc8,2014-11-07T00:49:05.433Z,"Romania",earthquake,,,,,reviewed,us,tri
1991-08-14T23:36:00.780Z,45.478,21.158,10,4.7,mb,,,,1.4,us,usp0004vc5,2014-11-07T00:49:05.412Z,"Romania",earthquake,,,,6,reviewed,us,us
1991-08-12T04:59:39.270Z,45.467,21.153,10,4.2,mb,,,,1.2,us,usp0004v8m,2014-11-07T00:49:04.794Z,"Romania",earthquake,,,,4,reviewed,us,us
1991-08-11T21:25:49.760Z,45.432,21.135,10,3.3,ml,,,,1.3,us,usp0004v8a,2014-11-07T00:49:04.772Z,"Romania",earthquake,,,,,reviewed,us,vka
1991-08-11T01:57:24.240Z,45.473,26.421,120,4.1,md,,,,1.2,us,usp0004v7a,2014-11-07T00:49:04.672Z,"Romania",earthquake,,,,,reviewed,us,buc
1991-08-08T19:01:58.510Z,45.579,26.502,136.8,4,md,,,,1.1,us,usp0004v4h,2014-11-07T00:49:04.231Z,"Romania",earthquake,,23.9,,,reviewed,us,buc
1991-08-07T19:24:01.910Z,45.308,21.051,25.4,3.8,ml,,,,1,us,usp0004v3b,2014-11-07T00:49:03.935Z,"Serbia",earthquake,,3.7,,,reviewed,us,ttg
1991-08-07T09:17:37.070Z,46.065,27.105,25.7,3.6,md,,,,0.9,us,usp0004v2w,2014-11-07T00:49:03.880Z,"Romania",earthquake,,5.1,,,reviewed,us,buc
1991-08-07T07:08:18.310Z,45.594,26.679,139.6,3.6,md,,,,1.2,us,usp0004v2v,2014-11-07T00:49:03.878Z,"Romania",earthquake,,38.9,,,reviewed,us,buc
1991-08-06T15:04:46.180Z,45.403,21.069,11.2,4.1,ml,,,,1.1,us,usp0004v28,2014-11-07T00:49:03.729Z,"Romania",earthquake,,2.9,,,reviewed,us,zag
1991-08-02T00:51:04.790Z,45.262,21.087,25.9,4.7,md,,,,1.2,us,usp0004uwe,2014-11-07T00:49:01.833Z,"Serbia",earthquake,,5.3,,,reviewed,us,tri
1991-08-01T12:57:24.390Z,45.447,21.069,19.3,3.7,m,,,,0.8,us,usp0004uvt,2014-11-07T00:49:01.526Z,"Romania",earthquake,,8.8,,,reviewed,us,beo
1991-07-31T11:22:53.850Z,45.335,21.138,34.5,4.3,ml,,,,1,us,usp0004uu3,2014-11-07T00:48:59.510Z,"Romania",earthquake,,14.3,,,reviewed,us,zag
1991-07-22T01:12:51.640Z,45.469,21.088,10,3.2,m,,,,0.9,us,usp0004ufh,2014-11-07T00:48:56.435Z,"Romania",earthquake,,,,,reviewed,us,beo
1991-07-20T03:58:47.410Z,45.346,21.108,10,4.1,mb,,,,1,us,usp0004ud5,2014-11-07T00:48:56.107Z,"Romania",earthquake,,,,2,reviewed,us,us
1991-07-20T03:36:29.880Z,45.375,21.24,10,3.8,mb,,,,1.2,us,usp0004ud2,2014-11-07T00:48:56.093Z,"Romania",earthquake,,,,2,reviewed,us,us
1991-07-19T05:24:20.110Z,45.315,21.104,10,2.9,ml,,,,1,us,usp0004ubs,2014-11-07T00:48:55.969Z,"Romania",earthquake,,,,,reviewed,us,sko
1991-07-19T02:43:21.230Z,45.273,21.113,10,3.8,ml,,,,1.5,us,usp0004ubj,2014-11-07T00:48:55.954Z,"Serbia",earthquake,,,,,reviewed,us,zag
1991-07-19T01:27:32.060Z,45.312,21.053,10,5.1,mw,,,,1.2,us,usp0004ubf,2016-11-09T23:01:29.441Z,"Serbia",earthquake,,,,,reviewed,us,hrv
1991-07-19T01:19:52.470Z,45.344,21.123,10,4.4,mb,,,,1.1,us,usp0004ube,2014-11-07T00:48:55.916Z,"Romania",earthquake,,,,5,reviewed,us,us
1991-07-18T17:38:50.570Z,45.776,26.501,150.4,3.4,mb,,,,1.6,us,usp0004uaz,2014-11-07T00:48:55.874Z,"Romania",earthquake,,12.5,,1,reviewed,us,us
1991-07-18T11:56:30.650Z,44.888,22.407,11.6,5.6,mw,,,,1.2,us,usp0004uaj,2017-04-26T17:45:53.941Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,hrv
1991-07-14T23:59:31.360Z,45.431,21.129,10,4.1,ml,,,,1,us,usp0004u6d,2014-11-07T00:48:55.164Z,"Romania",earthquake,,,,,reviewed,us,zag
1991-07-14T17:03:26.350Z,45.404,21.076,10,3.3,mb,,,,1,us,usp0004u61,2014-11-07T00:48:55.130Z,"Romania",earthquake,,,,1,reviewed,us,us
1991-07-13T17:56:57.560Z,45.358,21.137,10,3.5,ml,,,,1.1,us,usp0004u4k,2014-11-07T00:48:54.936Z,"Romania",earthquake,,,,,reviewed,us,ttg
1991-07-13T17:27:33.740Z,45.403,21.241,10,4,mb,,,,1.1,us,usp0004u4h,2014-11-07T00:48:54.899Z,"Romania",earthquake,,,,5,reviewed,us,us
1991-07-12T16:29:08.300Z,45.446,21.167,10,4.1,mb,,,,1.1,us,usp0004u2c,2014-11-07T00:48:54.389Z,"Romania",earthquake,,,,2,reviewed,us,us
1991-07-12T10:42:21.210Z,45.364,21.057,10.7,5.6,mw,,,,1.3,us,usp0004u1p,2017-04-26T17:45:52.477Z,"Romania",earthquake,,,,,reviewed,us,hrv
1991-07-02T17:16:48.700Z,45.789,26.706,118.7,3.7,mb,,,,1,us,usp0004tpw,2014-11-07T00:48:51.089Z,"Romania",earthquake,,7,,1,reviewed,us,us
1991-06-05T01:18:23.450Z,45.553,26.428,150.2,3.3,mb,,,,1,us,usp0004she,2014-11-07T00:48:42.355Z,"Romania",earthquake,,6.3,,1,reviewed,us,us
1991-05-25T12:11:47.290Z,45.77,26.77,93.7,3.5,mb,,,,0.9,us,usp0004s2d,2014-11-07T00:48:37.380Z,"Romania",earthquake,,6.9,,2,reviewed,us,us
1991-05-20T15:08:43.430Z,45.465,26.212,145.9,3.3,mb,,,,0.8,us,usp0004rw5,2014-11-07T00:48:36.176Z,"Romania",earthquake,,7.1,,1,reviewed,us,us
1991-05-19T23:27:30.030Z,45.819,26.826,107.9,3.7,mb,,,,0.9,us,usp0004rvc,2014-11-07T00:48:36.097Z,"Romania",earthquake,,8.3,,1,reviewed,us,us
1991-04-30T18:00:07.400Z,45.559,26.449,159,3.4,mb,,,,1,us,usp0004r2a,2014-11-07T00:48:28.602Z,"Romania",earthquake,,8.1,,1,reviewed,us,us
1991-04-29T12:17:50.800Z,45.677,26.596,171,3.4,mb,,,,0.8,us,usp0004qzs,2014-11-07T00:48:28.108Z,"Romania",earthquake,,6,,1,reviewed,us,us
1991-04-28T21:24:26.560Z,45.653,26.319,165.9,4.1,mb,,,,1,us,usp0004qyp,2014-11-07T00:48:27.903Z,"Romania",earthquake,,4,,26,reviewed,us,us
1991-04-01T10:10:32.200Z,45.669,26.499,174.4,3.6,mb,,,,0.8,us,usp0004ptz,2014-11-07T00:48:17.954Z,"Romania",earthquake,,5.2,,3,reviewed,us,us
1991-02-28T06:49:02.870Z,45.847,26.768,105.6,3.9,mb,,,,1.5,us,usp0004ngt,2014-11-07T00:48:05.647Z,"Romania",earthquake,,15.1,,2,reviewed,us,us
1991-01-31T13:29:12.350Z,45.68,26.635,132.5,4.8,mb,,,,1.2,us,usp0004md5,2014-11-07T00:47:53.892Z,"Romania",earthquake,,3.2,,60,reviewed,us,us
1991-01-13T03:23:48.480Z,45.661,26.647,141.3,4.7,mb,,,,1.2,us,usp0004kkr,2014-11-07T00:47:49.645Z,"Romania",earthquake,,3.2,,55,reviewed,us,us
1990-11-11T10:51:40.280Z,46.292,27.199,33,3.4,mb,,,,1.2,us,usp0004gs2,2014-11-07T00:47:26.082Z,"Romania",earthquake,,,,1,reviewed,us,us
1990-10-22T09:10:19.440Z,44.576,20.966,10,2.9,m,,,,1.1,us,usp0004g1g,2014-11-07T00:47:17.887Z,"Serbia",earthquake,,,,,reviewed,us,beo
1990-10-14T13:17:37.540Z,45.959,26.983,39.9,4.2,mb,,,,1.1,us,usp0004frx,2014-11-07T00:47:16.826Z,"Romania",earthquake,,9.2,,7,reviewed,us,us
1990-10-06T19:09:56.180Z,45.496,26.234,142.2,4.8,mb,,,,1.1,us,usp0004fef,2014-11-07T00:47:14.826Z,"Romania",earthquake,,2.7,,49,reviewed,us,us
1990-10-03T03:54:05.560Z,45.647,26.438,161.4,4.2,mb,,,,1,us,usp0004fad,2014-11-07T00:47:12.939Z,"Romania",earthquake,,3.7,,21,reviewed,us,us
1990-09-30T18:54:25.070Z,45.641,26.43,77.2,4.4,mb,,,,1.3,us,usp0004f7d,2014-11-07T00:47:09.022Z,"Romania",earthquake,,4,,30,reviewed,us,us
1990-09-10T08:28:35.830Z,45.842,26.611,110.8,3.4,mb,,,,1,us,usp0004eht,2014-11-07T00:47:06.340Z,"Romania",earthquake,,7.1,,1,reviewed,us,us
1990-08-04T03:56:52.840Z,45.598,26.404,168.3,3.6,mb,,,,1,us,usp0004cy9,2014-11-07T00:46:53.407Z,"Romania",earthquake,,6.9,,4,reviewed,us,us
1990-07-30T12:32:22.390Z,45.684,26.42,12.5,3.2,mb,,,,1.2,us,usp0004cr1,2014-11-07T00:46:47.712Z,"Romania",earthquake,,4.6,,1,reviewed,us,us
1990-07-19T04:08:00.690Z,46.23,27.05,52,3.3,mb,,,,1.5,us,usp0004c6w,2014-11-07T00:46:44.219Z,"Romania",earthquake,,14.2,,1,reviewed,us,us
1990-07-01T00:03:19.250Z,45.555,26.425,141.9,3.3,mb,,,,0.8,us,usp0004b78,2014-11-07T00:46:35.652Z,"Romania",earthquake,,7.9,,2,reviewed,us,us
1990-06-26T07:54:17.770Z,45.801,26.808,113.6,3.6,mb,,,,0.9,us,usp0004b12,2014-11-07T00:46:33.929Z,"Romania",earthquake,,8.9,,1,reviewed,us,us
1990-06-13T22:27:21.330Z,45.794,26.874,88.6,3.2,mb,,,,0.9,us,usp0004afs,2014-11-07T00:46:31.258Z,"Romania",earthquake,,9.1,,1,reviewed,us,us
1990-06-12T04:21:19.480Z,43.982,26.368,19.6,3.3,mb,,,,0.9,us,usp0004adm,2014-11-07T00:46:30.981Z,"Bulgaria",earthquake,,3.4,,1,reviewed,us,us
1990-05-31T04:48:40.670Z,45.975,26.858,85.7,3.9,mb,,,,1.1,us,usp00049zk,2014-11-07T00:46:25.319Z,"Romania",earthquake,,13.6,,5,reviewed,us,us
1990-05-31T00:17:47.850Z,45.811,26.769,88.2,6.3,mw,,,,1,us,usp00049za,2017-04-26T17:44:16.014Z,"Romania",earthquake,,,,,reviewed,us,hrv
1990-05-30T14:15:53.010Z,45.685,26.58,90,3.8,mb,,,,1.1,us,usp00049yv,2014-11-07T00:46:25.196Z,"Romania",earthquake,,,,1,reviewed,us,us
1990-05-30T11:31:10.880Z,45.982,26.738,84.4,4,mb,,,,1.3,us,usp00049yn,2014-11-07T00:46:25.177Z,"Romania",earthquake,,25.5,,2,reviewed,us,us
1990-05-30T10:40:06.140Z,45.841,26.668,89.3,7,mw,,,,1,us,usp00049yk,2017-04-26T17:44:15.386Z,"Romania",earthquake,,,,,reviewed,us,hrv
1990-04-17T04:35:22.010Z,45.062,23.378,33,3.6,mb,,,,1,us,usp000480w,2014-11-07T00:46:09.911Z,"Romania",earthquake,,,,1,reviewed,us,us
1990-03-07T06:50:03.500Z,45.703,26.492,162.3,3.2,mb,,,,0.8,us,usp000469j,2014-11-07T00:45:54.181Z,"Romania",earthquake,,7.2,,1,reviewed,us,us
1990-01-13T06:55:07.280Z,45.667,26.428,160.9,4,mb,,,,1.4,us,usp000446g,2014-11-07T00:45:32.502Z,"Romania",earthquake,,7.8,,4,reviewed,us,us
